duration,protocol_type,service,flag,src_bytes,dst_bytes,land,wrong_fragment,urgent,hot,num_failed_logins,logged_in,num_compromised,root_shell,su_attempted,num_root,num_file_creations,num_shells,num_access_files,num_outbound_cmds,is_host_login,is_guest_login,count,srv_count,serror_rate,srv_serror_rate,rerror_rate,srv_rerror_rate,same_srv_rate,diff_srv_rate,srv_diff_host_rate,dst_host_count,dst_host_srv_count,dst_host_same_srv_rate,dst_host_diff_srv_rate,dst_host_same_src_port_rate,dst_host_srv_diff_host_rate,dst_host_serror_rate,dst_host_srv_serror_rate,dst_host_rerror_rate,dst_host_srv_rerror_rate,class
0,tcp,finger,S0,0,0,False,0,False,0,0,False,0,False,0,0,0,False,0,0,False,False,57,16,1.0,1.0,0.0,0.0,0.28,0.07,0.0,255,59,0.23,0.04,0.01,0.0,1.0,1.0,0.0,0.0,anomaly
0,tcp,http,SF,303,555,False,0,False,0,0,True,0,False,0,0,0,False,0,0,False,False,9,9,0.0,0.0,0.0,0.0,1.0,0.0,0.0,9,255,1.0,0.0,0.11,0.01,0.0,0.0,0.0,0.0,normal
0,tcp,private,REJ,0,0,False,0,False,0,0,False,0,False,0,0,0,False,0,0,False,False,2,1,0.0,0.0,1.0,1.0,0.5,1.0,0.0,255,1,0.0,0.31,0.28,0.0,0.0,0.0,0.29,1.0,anomaly
0,udp,domain_u,SF,45,45,False,0,False,0,0,False,0,False,0,0,0,False,0,0,False,False,181,181,0.0,0.0,0.0,0.0,1.0,0.0,0.0,255,250,0.98,0.01,0.0,0.0,0.0,0.0,0.0,0.0,normal
1,udp,private,SF,105,147,False,0,False,0,0,False,0,False,0,0,0,False,0,0,False,False,2,2,0.0,0.0,0.0,0.0,1.0,0.0,0.0,41,5,0.12,0.05,0.05,0.0,0.0,0.0,0.0,0.0,normal
0,udp,domain_u,SF,43,43,False,0,False,0,0,False,0,False,0,0,0,False,0,0,False,False,122,202,0.0,0.0,0.0,0.0,1.0,0.0,0.01,255,255,1.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,normal
0,tcp,supdup,S0,0,0,False,0,False,0,0,False,0,False,0,0,0,False,0,0,False,False,205,17,1.0,1.0,0.0,0.0,0.08,0.06,0.0,255,17,0.07,0.07,0.0,0.0,1.0,1.0,0.0,0.0,anomaly
0,tcp,http,SF,324,2302,False,0,False,0,0,True,0,False,0,0,0,False,0,0,False,False,22,28,0.0,0.0,0.0,0.0,1.0,0.0,0.14,255,255,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,normal
0,tcp,uucp_path,S0,0,0,False,0,False,0,0,False,0,False,0,0,0,False,0,0,False,False,228,13,1.0,1.0,0.0,0.0,0.06,0.07,0.0,255,13,0.05,0.07,0.0,0.0,1.0,1.0,0.0,0.0,anomaly
0,tcp,ftp_data,S0,0,0,False,0,False,0,0,False,0,False,0,0,0,False,0,0,False,False,50,11,1.0,1.0,0.0,0.0,0.22,0.08,0.0,255,63,0.25,0.02,0.01,0.0,1.0,1.0,0.0,0.0,anomaly
0,tcp,Z39_50,S0,0,0,False,0,False,0,0,False,0,False,0,0,0,False,0,0,False,False,262,12,1.0,1.0,0.0,0.0,0.05,0.06,0.0,255,9,0.04,0.07,0.0,0.0,1.0,1.0,0.0,0.0,anomaly
2,tcp,smtp,SF,1591,372,False,0,False,0,0,True,0,False,0,0,0,False,0,0,False,False,1,2,0.0,0.0,0.0,0.0,1.0,0.0,1.0,181,147,0.81,0.02,0.01,0.0,0.0,0.0,0.0,0.0,normal
9052,udp,other,SF,146,105,False,0,False,0,0,False,0,False,0,0,0,False,0,0,False,False,4,2,0.0,0.0,0.0,0.0,0.5,0.5,0.0,255,2,0.01,0.66,0.99,0.0,0.0,0.0,0.0,0.0,normal
0,tcp,http,SF,290,3006,False,0,False,0,0,True,0,False,0,0,0,False,0,0,False,False,11,11,0.0,0.0,0.0,0.0,1.0,0.0,0.0,255,255,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,normal
0,tcp,csnet_ns,S0,0,0,False,0,False,0,0,False,0,False,0,0,0,False,0,0,False,False,108,11,1.0,1.0,0.0,0.0,0.1,0.08,0.0,255,11,0.04,0.07,0.0,0.0,1.0,1.0,0.0,0.0,anomaly
0,udp,private,SF,28,0,False,3,False,0,0,False,0,False,0,0,0,False,0,0,False,False,80,80,0.0,0.0,0.0,0.0,1.0,0.0,0.0,255,80,0.31,0.02,0.31,0.0,0.0,0.0,0.0,0.0,anomaly
0,tcp,http,SF,255,861,False,0,False,0,0,True,0,False,0,0,0,False,0,0,False,False,44,44,0.02,0.02,0.0,0.0,1.0,0.0,0.0,255,255,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,normal
0,tcp,ftp_data,SF,334,0,False,0,False,0,0,True,0,False,0,0,0,False,0,0,False,False,2,2,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4,38,1.0,0.0,1.0,0.18,0.0,0.0,0.0,0.0,anomaly
0,tcp,ftp_data,S0,0,0,False,0,False,0,0,False,0,False,0,0,0,False,0,0,False,False,258,17,1.0,1.0,0.0,0.0,0.07,0.05,0.0,255,5,0.02,0.07,0.0,0.0,1.0,1.0,0.0,0.0,anomaly
0,tcp,http,SF,302,498,False,0,False,0,0,True,0,False,0,0,0,False,0,0,False,False,10,10,0.0,0.0,0.0,0.0,1.0,0.0,0.0,131,255,1.0,0.0,0.01,0.04,0.0,0.0,0.0,0.0,normal
0,tcp,private,REJ,0,0,False,0,False,0,0,False,0,False,0,0,0,False,0,0,False,False,61,4,0.0,0.0,1.0,1.0,0.07,0.1,0.0,255,4,0.02,0.08,0.0,0.0,0.0,0.0,1.0,1.0,anomaly
0,udp,private,SF,28,0,False,3,False,0,0,False,0,False,0,0,0,False,0,0,False,False,2,2,0.0,0.0,0.0,0.0,1.0,0.0,0.0,255,2,0.01,0.02,0.01,0.0,0.0,0.0,0.77,0.0,anomaly
0,tcp,http,SF,220,1398,False,0,False,0,0,True,0,False,0,0,0,False,0,0,False,False,26,42,0.0,0.0,0.0,0.0,1.0,0.0,0.05,26,255,1.0,0.0,0.04,0.03,0.0,0.0,0.0,0.0,normal
0,udp,domain_u,SF,43,69,False,0,False,0,0,False,0,False,0,0,0,False,0,0,False,False,120,120,0.0,0.0,0.0,0.0,1.0,0.0,0.0,255,245,0.96,0.01,0.01,0.0,0.0,0.0,0.0,0.0,normal
0,udp,domain_u,SF,44,133,False,0,False,0,0,False,0,False,0,0,0,False,0,0,False,False,73,75,0.0,0.0,0.0,0.0,1.0,0.0,0.03,122,212,0.88,0.02,0.88,0.01,0.0,0.0,0.08,0.0,normal
0,icmp,eco_i,SF,8,0,False,0,False,0,0,False,0,False,0,0,0,False,0,0,False,False,1,15,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2,46,1.0,0.0,1.0,0.26,0.0,0.0,0.0,0.0,anomaly
0,tcp,uucp,S0,0,0,False,0,False,0,0,False,0,False,0,0,0,False,0,0,False,False,135,9,1.0,1.0,0.0,0.0,0.07,0.06,0.0,255,11,0.04,0.07,0.0,0.0,1.0,1.0,0.0,0.0,anomaly
0,tcp,finger,S0,0,0,False,0,False,0,0,False,0,False,0,0,0,False,0,0,False,False,24,12,1.0,1.0,0.0,0.0,0.5,0.08,0.0,255,59,0.23,0.04,0.0,0.0,1.0,1.0,0.0,0.0,anomaly
0,udp,domain_u,SF,43,43,False,0,False,0,0,False,0,False,0,0,0,False,0,0,False,False,148,228,0.0,0.0,0.0,0.0,1.0,0.0,0.01,255,255,1.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,normal
0,tcp,ftp_data,SF,641,0,False,0,False,0,0,True,0,False,0,0,0,False,0,0,False,False,2,2,0.0,0.0,0.0,0.0,1.0,0.0,0.0,175,48,0.25,0.02,0.25,0.04,0.0,0.0,0.0,0.0,normal
0,tcp,private,REJ,0,0,False,0,False,0,0,False,0,False,0,0,0,False,0,0,False,False,206,4,0.0,0.0,1.0,1.0,0.02,0.06,0.0,255,4,0.02,0.08,0.0,0.0,0.0,0.0,1.0,1.0,anomaly
0,tcp,private,REJ,0,0,False,0,False,0,0,False,0,False,0,0,0,False,0,0,False,False,175,1,0.1,0.0,0.89,1.0,0.01,1.0,0.0,255,1,0.0,0.84,0.0,0.0,0.07,0.0,0.62,1.0,anomaly
0,tcp,http,SF,310,2794,False,0,False,0,0,True,0,False,0,0,0,False,0,0,False,False,4,4,0.0,0.0,0.0,0.0,1.0,0.0,0.0,255,255,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,normal
0,tcp,private,REJ,0,0,False,0,False,0,0,False,0,False,0,0,0,False,0,0,False,False,63,10,0.0,0.0,1.0,1.0,0.16,0.08,0.0,255,10,0.04,0.07,0.0,0.0,0.0,0.0,1.0,1.0,anomaly
0,tcp,smtp,SF,696,333,False,0,False,0,0,True,0,False,0,0,0,False,0,0,False,False,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,109,133,0.39,0.04,0.01,0.02,0.0,0.0,0.0,0.0,normal
0,tcp,netbios_dgm,RSTR,0,0,False,0,False,0,0,False,0,False,0,0,0,False,0,0,False,False,1,1,0.0,0.0,1.0,1.0,1.0,0.0,0.0,236,1,0.0,0.58,0.58,0.0,0.0,0.0,0.58,1.0,anomaly
0,tcp,http,S0,0,0,False,0,False,0,0,False,0,False,0,0,0,False,0,0,False,False,52,19,1.0,1.0,0.0,0.0,0.37,0.08,0.0,255,67,0.26,0.02,0.0,0.0,1.0,1.0,0.0,0.0,anomaly
0,tcp,netbios_dgm,REJ,0,0,False,0,False,0,0,False,0,False,0,0,0,False,0,0,False,False,125,7,0.0,0.0,1.0,1.0,0.06,0.06,0.0,255,6,0.02,0.07,0.0,0.0,0.0,0.0,1.0,1.0,anomaly
0,tcp,supdup,S0,0,0,False,0,False,0,0,False,0,False,0,0,0,False,0,0,False,False,168,21,1.0,1.0,0.0,0.0,0.12,0.06,0.0,255,21,0.08,0.06,0.0,0.0,1.0,1.0,0.0,0.0,anomaly
0,tcp,http,SF,221,2878,False,0,False,0,0,True,0,False,0,0,0,False,0,0,False,False,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,21,58,1.0,0.0,0.05,0.03,0.0,0.0,0.0,0.0,normal
0,tcp,private,S0,0,0,False,0,False,0,0,False,0,False,0,0,0,False,0,0,False,False,145,16,1.0,1.0,0.0,0.0,0.11,0.06,0.0,255,31,0.12,0.05,0.0,0.0,1.0,1.0,0.0,0.0,anomaly
0,icmp,urp_i,SF,181,0,False,0,False,0,0,False,0,False,0,0,0,False,0,0,False,False,3,2,0.0,0.0,0.0,0.0,0.67,0.67,0.0,255,93,0.36,0.01,0.46,0.0,0.0,0.0,0.0,0.0,normal
0,udp,domain_u,SF,42,42,False,0,False,0,0,False,0,False,0,0,0,False,0,0,False,False,9,14,0.0,0.0,0.0,0.0,1.0,0.0,0.21,84,83,0.99,0.02,0.01,0.0,0.0,0.0,0.0,0.0,normal
0,tcp,private,S0,0,0,False,0,False,0,0,False,0,False,0,0,0,False,0,0,False,False,138,6,1.0,1.0,0.0,0.0,0.04,0.06,0.0,255,6,0.02,0.07,0.0,0.0,1.0,1.0,0.0,0.0,anomaly
0,tcp,ftp_data,SF,12,0,False,0,False,0,0,True,0,False,0,0,0,False,0,0,False,False,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,44,47,0.55,0.07,0.55,0.04,0.0,0.0,0.0,0.0,normal
0,tcp,auth,S0,0,0,False,0,False,0,0,False,0,False,0,0,0,False,0,0,False,False,276,9,1.0,1.0,0.0,0.0,0.03,0.06,0.0,255,9,0.04,0.06,0.0,0.0,1.0,1.0,0.0,0.0,anomaly
0,tcp,http,SF,210,2790,False,0,False,0,0,True,0,False,0,0,0,False,0,0,False,False,10,27,0.0,0.0,0.0,0.0,1.0,0.0,0.11,48,255,1.0,0.0,0.02,0.09,0.0,0.0,0.0,0.0,normal
0,tcp,http,SF,321,5683,False,0,False,0,0,True,0,False,0,0,0,False,0,0,False,False,10,10,0.0,0.0,0.0,0.0,1.0,0.0,0.0,168,255,1.0,0.0,0.01,0.04,0.0,0.0,0.0,0.0,normal
0,tcp,private,REJ,0,0,False,0,False,0,0,False,0,False,0,0,0,False,0,0,False,False,248,8,0.0,0.0,1.0,1.0,0.03,0.06,0.0,255,8,0.03,0.07,0.0,0.0,0.0,0.0,1.0,1.0,anomaly
0,tcp,http,SF,329,3982,False,0,False,0,0,True,0,False,0,0,0,False,0,0,False,False,2,31,0.0,0.0,0.0,0.0,1.0,0.0,0.1,24,255,1.0,0.0,0.04,0.05,0.0,0.0,0.0,0.0,normal
0,tcp,uucp_path,REJ,0,0,False,0,False,0,0,False,0,False,0,0,0,False,0,0,False,False,135,7,0.0,0.0,1.0,1.0,0.05,0.07,0.0,255,7,0.03,0.07,0.0,0.0,0.0,0.0,1.0,1.0,anomaly
0,tcp,domain,S0,0,0,False,0,False,0,0,False,0,False,0,0,0,False,0,0,False,False,220,19,1.0,1.0,0.0,0.0,0.09,0.05,0.0,255,2,0.01,0.07,0.0,0.0,1.0,1.0,0.0,0.0,anomaly
0,icmp,eco_i,SF,8,0,False,0,False,0,0,False,0,False,0,0,0,False,0,0,False,False,1,44,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1,95,1.0,0.0,1.0,0.51,0.0,0.0,0.0,0.0,anomaly
0,tcp,http,SF,320,379,False,0,False,0,0,True,0,False,0,0,0,False,0,0,False,False,9,9,0.0,0.0,0.0,0.0,1.0,0.0,0.0,123,255,1.0,0.0,0.01,0.02,0.0,0.0,0.0,0.0,normal
0,tcp,private,S0,0,0,False,0,False,0,0,False,0,False,0,0,0,False,0,0,False,False,212,7,1.0,1.0,0.0,0.0,0.03,0.05,0.0,72,7,0.1,0.11,0.01,0.0,0.97,1.0,0.0,0.0,anomaly
0,tcp,http,SF,225,3762,False,0,False,0,0,True,0,False,0,0,0,False,0,0,False,False,10,10,0.0,0.0,0.0,0.0,1.0,0.0,0.0,255,255,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,normal
0,tcp,ftp,S0,0,0,False,0,False,0,0,False,0,False,0,0,0,False,0,0,False,False,250,13,1.0,1.0,0.0,0.0,0.05,0.06,0.0,255,1,0.0,0.07,0.0,0.0,1.0,1.0,0.0,0.0,anomaly
0,tcp,private,REJ,0,0,False,0,False,0,0,False,0,False,0,0,0,False,0,0,False,False,132,15,0.0,0.0,1.0,1.0,0.11,0.05,0.0,255,15,0.06,0.06,0.0,0.0,0.0,0.0,1.0,1.0,anomaly
315,udp,other,SF,146,105,False,0,False,0,0,False,0,False,0,0,0,False,0,0,False,False,3,2,0.0,0.0,0.0,0.0,0.67,0.67,0.0,117,2,0.02,0.54,0.78,0.0,0.0,0.0,0.0,0.0,normal
0,tcp,http,SF,247,1416,False,0,False,0,0,True,0,False,0,0,0,False,0,0,False,False,11,11,0.0,0.0,0.0,0.0,1.0,0.0,0.0,156,255,1.0,0.0,0.01,0.09,0.0,0.0,0.46,0.61,normal
0,tcp,http,SF,353,1483,False,0,False,0,0,True,0,False,0,0,0,False,0,0,False,False,3,9,0.0,0.0,0.0,0.0,1.0,0.0,0.33,255,255,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,normal
0,udp,domain_u,SF,44,44,False,0,False,0,0,False,0,False,0,0,0,False,0,0,False,False,109,189,0.0,0.0,0.0,0.0,0.99,0.02,0.01,255,254,1.0,0.01,0.01,0.0,0.0,0.0,0.0,0.0,normal
0,tcp,private,REJ,0,0,False,0,False,0,0,False,0,False,0,0,0,False,0,0,False,False,146,18,0.0,0.0,1.0,1.0,0.12,0.05,0.0,255,10,0.04,0.08,0.0,0.0,0.0,0.0,1.0,1.0,anomaly
0,tcp,csnet_ns,S0,0,0,False,0,False,0,0,False,0,False,0,0,0,False,0,0,False,False,300,6,1.0,1.0,0.0,0.0,0.02,0.06,0.0,255,3,0.01,0.07,0.0,0.0,1.0,1.0,0.0,0.0,anomaly
2,tcp,smtp,SF,3065,331,False,0,False,0,0,True,0,False,0,0,0,False,0,0,False,False,1,2,0.0,0.0,0.0,0.0,1.0,0.0,1.0,243,119,0.48,0.02,0.0,0.02,0.01,0.02,0.0,0.0,normal
0,udp,other,SF,102,102,False,0,False,0,0,False,0,False,0,0,0,False,0,0,False,False,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,7,1,0.14,0.29,0.14,0.0,0.0,0.0,0.0,0.0,normal
0,tcp,http,SF,259,750,False,0,False,0,0,True,0,False,0,0,0,False,0,0,False,False,4,5,0.0,0.0,0.0,0.0,1.0,0.0,0.4,4,255,1.0,0.0,0.25,0.03,0.0,0.0,0.0,0.0,normal
1082,udp,other,SF,147,105,False,0,False,0,0,False,0,False,0,0,0,False,0,0,False,False,2,2,0.0,0.0,0.0,0.0,1.0,0.0,0.0,255,2,0.01,0.42,0.86,0.0,0.0,0.0,0.0,0.0,normal
0,tcp,private,S0,0,0,False,0,False,0,0,False,0,False,0,0,0,False,0,0,False,False,129,16,1.0,1.0,0.0,0.0,0.12,0.05,0.0,255,12,0.05,0.05,0.0,0.0,1.0,1.0,0.0,0.0,anomaly
0,tcp,http,SF,0,354,False,0,False,0,0,False,0,False,0,0,0,False,0,0,False,False,32,32,0.03,0.03,0.0,0.0,1.0,0.0,0.0,255,255,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,normal
0,tcp,http,SF,309,306,False,0,False,0,0,True,0,False,0,0,0,False,0,0,False,False,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,66,255,1.0,0.0,0.02,0.02,0.0,0.0,0.0,0.0,normal
0,tcp,http,REJ,0,0,False,0,False,0,0,False,0,False,0,0,0,False,0,0,False,False,1,2,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1,247,1.0,0.0,1.0,0.15,0.0,0.0,1.0,0.68,normal
0,tcp,http,SF,278,7227,False,0,False,0,0,True,0,False,0,0,0,False,0,0,False,False,3,3,0.0,0.0,0.0,0.0,1.0,0.0,0.0,153,255,1.0,0.0,0.01,0.05,0.0,0.0,0.0,0.0,normal
0,udp,private,SF,28,0,False,3,False,0,0,False,0,False,0,0,0,False,0,0,False,False,82,82,0.0,0.0,0.0,0.0,1.0,0.0,0.0,255,182,0.71,0.29,0.71,0.0,0.09,0.0,0.2,0.0,anomaly
0,tcp,http,SF,313,761,False,0,False,0,0,True,0,False,0,0,0,False,0,0,False,False,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,43,255,1.0,0.0,0.02,0.03,0.0,0.0,0.0,0.0,normal
0,tcp,http,SF,219,1212,False,0,False,0,0,True,0,False,0,0,0,False,0,0,False,False,15,15,0.0,0.0,0.0,0.0,1.0,0.0,0.0,242,255,1.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,normal
0,tcp,http,SF,245,9165,False,0,False,0,0,True,0,False,0,0,0,False,0,0,False,False,2,3,0.0,0.0,0.0,0.0,1.0,0.0,0.67,10,255,1.0,0.0,0.1,0.05,0.0,0.0,0.0,0.0,normal
0,tcp,http,SF,328,2243,False,0,False,0,0,True,0,False,0,0,0,False,0,0,False,False,21,21,0.0,0.0,0.0,0.0,1.0,0.0,0.0,21,255,1.0,0.0,0.05,0.04,0.0,0.0,0.0,0.0,normal
0,tcp,http,REJ,0,0,False,0,False,0,0,False,0,False,0,0,0,False,0,0,False,False,1,1,0.0,0.0,1.0,1.0,1.0,0.0,0.0,23,249,1.0,0.0,0.04,0.1,0.0,0.0,1.0,0.96,normal
0,tcp,http,SF,251,301,False,0,False,0,0,True,0,False,0,0,0,False,0,0,False,False,3,7,0.0,0.0,0.0,0.0,1.0,0.0,0.29,255,252,0.99,0.01,0.0,0.0,0.0,0.0,0.0,0.0,normal
